REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
2006-06-09 00:00:00,2006-06-09 00:00:00,330,2006-06-09 00:00:00,330,330,3,2100,693000,2006-06-09 00:00:00,1
2006-06-12 00:00:00,2006-06-12 00:00:00,328,2006-06-12 00:00:00,328,328,1,100,32800,2006-06-12 00:00:00,1
2006-06-14 00:00:00,2006-06-14 00:00:00,325,2006-06-14 00:00:00,320,322.25,5,8000,2578800,2006-06-14 00:00:00,1
2006-06-19 00:00:00,2006-06-19 00:00:00,306,2006-06-19 00:00:00,306,306,1,300,91800,2006-06-19 00:00:00,1
2006-06-20 00:00:00,2006-06-20 00:00:00,306,2006-06-20 00:00:00,306,306,2,300,91800,2006-06-20 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  SPEN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  AITKEN S,PENCE,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-06-21 00:00:00,2006-06-21 00:00:00,312,2006-06-21 00:00:00,311,312,3,1400,436700,2006-06-21 00:00:00,1
2006-06-23 00:00:00,2006-06-23 00:00:00,310,2006-06-23 00:00:00,310,310,1,700,217000,2006-06-23 00:00:00,1
2006-06-27 00:00:00,2006-06-27 00:00:00,300.75,2006-06-27 00:00:00,290,290,67,237200,68797475,2006-06-27 00:00:00,1
2006-06-28 00:00:00,2006-06-28 00:00:00,291,2006-06-28 00:00:00,290,290,11,11300,3277100,2006-06-28 00:00:00,1
2006-06-29 00:00:00,2006-06-29 00:00:00,290,2006-06-29 00:00:00,285,288.75,10,17000,4920500,2006-06-29 00:00:00,1
2006-06-30 00:00:00,2006-06-30 00:00:00,280.25,2006-06-30 00:00:00,270,270.25,33,20900,5680050,2006-06-30 00:00:00,1
2006-07-03 00:00:00,2006-07-03 00:00:00,275,2006-07-03 00:00:00,275,275,1,100,27500,2006-07-03 00:00:00,1
2006-07-04 00:00:00,2006-07-04 00:00:00,285,2006-07-04 00:00:00,275,275.25,19,7500,2097025,2006-07-04 00:00:00,1
2006-07-06 00:00:00,2006-07-06 00:00:00,280,2006-07-06 00:00:00,280,280,1,100,28000,2006-07-06 00:00:00,1
2006-07-07 00:00:00,2006-07-07 00:00:00,280,2006-07-07 00:00:00,278.25,280,8,5300,1483500,2006-07-07 00:00:00,1
2006-07-12 00:00:00,2006-07-12 00:00:00,280,2006-07-12 00:00:00,280,280,1,100,28000,2006-07-12 00:00:00,1
2006-07-13 00:00:00,2006-07-13 00:00:00,280,2006-07-13 00:00:00,280,280,2,300,84000,2006-07-13 00:00:00,1
2006-07-14 00:00:00,2006-07-14 00:00:00,280,2006-07-14 00:00:00,280,280,1,100,28000,2006-07-14 00:00:00,1
2006-07-17 00:00:00,2006-07-17 00:00:00,276,2006-07-17 00:00:00,276,276,1,200,55200,2006-07-17 00:00:00,1
2006-07-18 00:00:00,2006-07-18 00:00:00,280,2006-07-18 00:00:00,280,280,1,400,112000,2006-07-18 00:00:00,1
2006-07-19 00:00:00,2006-07-19 00:00:00,279.25,2006-07-19 00:00:00,279,279,3,500,139525,2006-07-19 00:00:00,1
2006-07-20 00:00:00,2006-07-20 00:00:00,290,2006-07-20 00:00:00,285,290,7,25400,7340000,2006-07-20 00:00:00,1
2006-07-24 00:00:00,2006-07-24 00:00:00,288,2006-07-24 00:00:00,288,288,1,21000,6048000,2006-07-24 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,288,2006-07-25 00:00:00,288,288,1,2500,720000,2006-07-25 00:00:00,1
2006-07-26 00:00:00,2006-07-26 00:00:00,288,2006-07-26 00:00:00,288,288,6,20900,6019200,2006-07-26 00:00:00,1
2006-07-27 00:00:00,2006-07-27 00:00:00,290,2006-07-27 00:00:00,290,290,4,2100,609000,2006-07-27 00:00:00,1
2006-07-28 00:00:00,2006-07-28 00:00:00,289.5,2006-07-28 00:00:00,289.5,289.5,1,100,28950,2006-07-28 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,286,2006-07-31 00:00:00,286,286,10,2100,600600,2006-07-31 00:00:00,1
2006-08-01 00:00:00,2006-08-01 00:00:00,289.5,2006-08-01 00:00:00,286,287,22,73700,21083900,2006-08-01 00:00:00,1
2006-08-08 00:00:00,2006-08-08 00:00:00,299,2006-08-08 00:00:00,290,298.25,10,1600,477100,2006-08-08 00:00:00,1
2006-08-10 00:00:00,2006-08-10 00:00:00,295,2006-08-10 00:00:00,295,295,2,150000,44250000,2006-08-10 00:00:00,1
2006-08-14 00:00:00,2006-08-14 00:00:00,295,2006-08-14 00:00:00,295,295,2,200,59000,2006-08-14 00:00:00,1
2006-08-17 00:00:00,2006-08-17 00:00:00,295,2006-08-17 00:00:00,295,295,1,100,29500,2006-08-17 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,290,2006-08-22 00:00:00,290,290,6,1600,464000,2006-08-22 00:00:00,1
2006-08-23 00:00:00,2006-08-23 00:00:00,295,2006-08-23 00:00:00,295,295,2,600,177000,2006-08-23 00:00:00,1
2006-08-24 00:00:00,2006-08-24 00:00:00,290,2006-08-24 00:00:00,285,286,8,33700,9608300,2006-08-24 00:00:00,1
2006-08-30 00:00:00,2006-08-30 00:00:00,290,2006-08-30 00:00:00,290,290,4,500,145000,2006-08-30 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,290,2006-08-31 00:00:00,290,290,2,200,58000,2006-08-31 00:00:00,1
2006-09-01 00:00:00,2006-09-01 00:00:00,290,2006-09-01 00:00:00,290,290,1,100,29000,2006-09-01 00:00:00,1
2006-09-04 00:00:00,2006-09-04 00:00:00,290,2006-09-04 00:00:00,290,290,2,700,203000,2006-09-04 00:00:00,1
2006-09-06 00:00:00,2006-09-06 00:00:00,300,2006-09-06 00:00:00,300,300,3,300,90000,2006-09-06 00:00:00,1
2006-09-08 00:00:00,2006-09-08 00:00:00,300,2006-09-08 00:00:00,300,300,7,1600,480000,2006-09-08 00:00:00,1
2006-09-11 00:00:00,2006-09-11 00:00:00,300,2006-09-11 00:00:00,300,300,4,800,240000,2006-09-11 00:00:00,1
2006-09-12 00:00:00,2006-09-12 00:00:00,304.75,2006-09-12 00:00:00,300.25,303.75,3,1100,333050,2006-09-12 00:00:00,1
2006-09-13 00:00:00,2006-09-13 00:00:00,310,2006-09-13 00:00:00,304,310,7,2400,738975,2006-09-13 00:00:00,1
2006-09-14 00:00:00,2006-09-14 00:00:00,311,2006-09-14 00:00:00,310,310.75,6,1000,310200,2006-09-14 00:00:00,1
2006-09-19 00:00:00,2006-09-19 00:00:00,320,2006-09-19 00:00:00,310,310,15,2800,883250,2006-09-19 00:00:00,1
2006-09-20 00:00:00,2006-09-20 00:00:00,315,2006-09-20 00:00:00,306,306,5,1200,369000,2006-09-20 00:00:00,1
2006-09-21 00:00:00,2006-09-21 00:00:00,310,2006-09-21 00:00:00,310,310,2,1000,310000,2006-09-21 00:00:00,1
2006-09-25 00:00:00,2006-09-25 00:00:00,309,2006-09-25 00:00:00,309,309,1,100,30900,2006-09-25 00:00:00,1
2006-09-26 00:00:00,2006-09-26 00:00:00,310,2006-09-26 00:00:00,309,310,3,10200,3161800,2006-09-26 00:00:00,1
2006-09-28 00:00:00,2006-09-28 00:00:00,311,2006-09-28 00:00:00,303,311,3,500,154700,2006-09-28 00:00:00,1
2006-09-29 00:00:00,2006-09-29 00:00:00,312.25,2006-09-29 00:00:00,311,312,3,3500,1091750,2006-09-29 00:00:00,1
2006-10-02 00:00:00,2006-10-02 00:00:00,315,2006-10-02 00:00:00,310,311.25,13,55600,17244200,2006-10-02 00:00:00,1
2006-10-04 00:00:00,2006-10-04 00:00:00,320,2006-10-04 00:00:00,311.25,319.5,6,2100,662750,2006-10-04 00:00:00,1
2006-10-05 00:00:00,2006-10-05 00:00:00,320,2006-10-05 00:00:00,320,320,4,600,192000,2006-10-05 00:00:00,1
2006-10-09 00:00:00,2006-10-09 00:00:00,330,2006-10-09 00:00:00,320,328,12,16200,5273875,2006-10-09 00:00:00,1
2006-10-10 00:00:00,2006-10-10 00:00:00,331.75,2006-10-10 00:00:00,330,330,17,22700,7501800,2006-10-10 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  SPEN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  AITKEN S,PENCE,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-10-11 00:00:00,2006-10-11 00:00:00,330,2006-10-11 00:00:00,330,330,1,100,33000,2006-10-11 00:00:00,1
2006-10-18 00:00:00,2006-10-18 00:00:00,330,2006-10-18 00:00:00,330,330,9,127200,41976000,2006-10-18 00:00:00,1
2006-10-19 00:00:00,2006-10-19 00:00:00,330,2006-10-19 00:00:00,330,330,4,3900,1287000,2006-10-19 00:00:00,1
2006-10-23 00:00:00,2006-10-23 00:00:00,330,2006-10-23 00:00:00,325,330,5,16900,5576475,2006-10-23 00:00:00,1
2006-10-25 00:00:00,2006-10-25 00:00:00,330,2006-10-25 00:00:00,320,325,5,1000,325000,2006-10-25 00:00:00,1
2006-10-27 00:00:00,2006-10-27 00:00:00,325,2006-10-27 00:00:00,325,325,1,300,97500,2006-10-27 00:00:00,1
2006-10-30 00:00:00,2006-10-30 00:00:00,320,2006-10-30 00:00:00,320,320,2,400,128000,2006-10-30 00:00:00,1
2006-11-01 00:00:00,2006-11-01 00:00:00,320,2006-11-01 00:00:00,320,320,6,4200,1344000,2006-11-01 00:00:00,1
2006-11-06 00:00:00,2006-11-06 00:00:00,320.25,2006-11-06 00:00:00,320,320.25,7,10400,3329500,2006-11-06 00:00:00,1
2006-11-07 00:00:00,2006-11-07 00:00:00,320,2006-11-07 00:00:00,320,320,5,4200,1344000,2006-11-07 00:00:00,1
2006-11-10 00:00:00,2006-11-10 00:00:00,335,2006-11-10 00:00:00,330,334.75,12,27500,9205000,2006-11-10 00:00:00,1
2006-11-13 00:00:00,2006-11-13 00:00:00,335,2006-11-13 00:00:00,334.75,334.75,24,52200,17486950,2006-11-13 00:00:00,1
2006-11-14 00:00:00,2006-11-14 00:00:00,335,2006-11-14 00:00:00,330,330,9,9200,3075700,2006-11-14 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,350,2006-11-15 00:00:00,334.75,342.5,33,140900,47321875,2006-11-15 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,349.75,2006-11-16 00:00:00,347,347,5,3600,1256900,2006-11-16 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,350,2006-11-17 00:00:00,347.75,349.25,10,26100,9115775,2006-11-17 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,349,2006-11-20 00:00:00,347,347,2,1200,418400,2006-11-20 00:00:00,1
2006-11-21 00:00:00,2006-11-21 00:00:00,345,2006-11-21 00:00:00,340,340.25,18,8300,2824525,2006-11-21 00:00:00,1
2006-11-22 00:00:00,2006-11-22 00:00:00,343,2006-11-22 00:00:00,342,343,4,7000,2400475,2006-11-22 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,343,2006-11-24 00:00:00,343,343,3,2500,857500,2006-11-24 00:00:00,1
2006-11-27 00:00:00,2006-11-27 00:00:00,343,2006-11-27 00:00:00,343,343,2,300,102900,2006-11-27 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,343,2006-11-28 00:00:00,343,343,2,400,137200,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,345,2006-11-29 00:00:00,343,345,9,3100,1065150,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,347,2006-11-30 00:00:00,343,346.5,12,10900,3761250,2006-11-30 00:00:00,1
2006-12-01 00:00:00,2006-12-01 00:00:00,350,2006-12-01 00:00:00,347,349.5,6,1800,626650,2006-12-01 00:00:00,1
2006-12-06 00:00:00,2006-12-06 00:00:00,349.5,2006-12-06 00:00:00,343,349.5,5,2200,768250,2006-12-06 00:00:00,1
2006-12-07 00:00:00,2006-12-07 00:00:00,349.5,2006-12-07 00:00:00,349.5,349.5,1,100,34950,2006-12-07 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,349.5,2006-12-08 00:00:00,349.5,349.5,2,600,209700,2006-12-08 00:00:00,1
2006-12-12 00:00:00,2006-12-12 00:00:00,349,2006-12-12 00:00:00,345,345,3,600,208600,2006-12-12 00:00:00,1
2006-12-13 00:00:00,2006-12-13 00:00:00,341,2006-12-13 00:00:00,335,335,8,9000,3020500,2006-12-13 00:00:00,1
2006-12-20 00:00:00,2006-12-20 00:00:00,335,2006-12-20 00:00:00,335,335,1,600,201000,2006-12-20 00:00:00,1
2006-12-22 00:00:00,2006-12-22 00:00:00,340,2006-12-22 00:00:00,335,339.25,4,1600,537300,2006-12-22 00:00:00,1
2006-12-27 00:00:00,2006-12-27 00:00:00,335,2006-12-27 00:00:00,335,335,1,600,201000,2006-12-27 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,335,2006-12-29 00:00:00,320,333.75,2,1100,367000,2006-12-29 00:00:00,1
Company Id,:  STAF,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  STAFFORD,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,8.75,2006-01-02 00:00:00,8.5,8.5,4,8200,69725,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,9,2006-01-03 00:00:00,8.5,8.75,4,14700,131075,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,8.5,2006-01-04 00:00:00,8.5,8.5,6,10000,85000,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,9,2006-01-05 00:00:00,8.5,8.5,7,5700,48500,2006-01-05 00:00:00,1
2006-01-06 00:00:00,2006-01-06 00:00:00,8.5,2006-01-06 00:00:00,8.5,8.5,1,200,1700,2006-01-06 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,8.5,2006-01-09 00:00:00,8.5,8.5,3,7200,61200,2006-01-09 00:00:00,1
2006-01-16 00:00:00,2006-01-16 00:00:00,9,2006-01-16 00:00:00,9,9,1,200,1800,2006-01-16 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,9,2006-01-20 00:00:00,8.5,9,4,2500,22250,2006-01-20 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,9.25,2006-01-25 00:00:00,8,9.25,6,6200,53350,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,11,2006-01-26 00:00:00,9,10.5,28,42100,399200,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,10.75,2006-01-27 00:00:00,9.75,10,8,7000,74000,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,10,2006-01-30 00:00:00,10,10,4,2500,25000,2006-01-30 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  STAF,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  STAFFORD,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-31 00:00:00,2006-01-31 00:00:00,11,2006-01-31 00:00:00,10.25,10.75,37,48400,519525,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,10.75,2006-02-01 00:00:00,10.25,10.25,5,12000,123650,2006-02-01 00:00:00,1
2006-02-02 00:00:00,2006-02-02 00:00:00,10.25,2006-02-02 00:00:00,10,10.25,2,400,4050,2006-02-02 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,9.75,2006-02-06 00:00:00,9.75,9.75,2,2000,19500,2006-02-06 00:00:00,1
2006-02-07 00:00:00,2006-02-07 00:00:00,10,2006-02-07 00:00:00,10,10,5,4000,40000,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,10,2006-02-08 00:00:00,10,10,1,1500,15000,2006-02-08 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,10,2006-02-13 00:00:00,10,10,2,4000,40000,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,10,2006-02-14 00:00:00,10,10,1,100,1000,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,11,2006-02-15 00:00:00,10.5,10.5,15,18500,195775,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,10.75,2006-02-16 00:00:00,9.75,9.75,26,19600,195950,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,10,2006-02-17 00:00:00,9.5,9.75,2,2500,24250,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,10,2006-02-20 00:00:00,10,10,1,500,5000,2006-02-20 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,10,2006-02-23 00:00:00,9.75,10,2,2000,19750,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,10,2006-02-24 00:00:00,10,10,4,3500,35000,2006-02-24 00:00:00,1
2006-02-27 00:00:00,2006-02-27 00:00:00,10,2006-02-27 00:00:00,10,10,2,600,6000,2006-02-27 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,9.75,2006-02-28 00:00:00,9.5,9.5,6,2800,26650,2006-02-28 00:00:00,1
2006-03-02 00:00:00,2006-03-02 00:00:00,10,2006-03-02 00:00:00,10,10,3,1400,14000,2006-03-02 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,10.75,2006-03-03 00:00:00,10,10.25,28,42300,432525,2006-03-03 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,10,2006-03-07 00:00:00,10,10,3,2300,23000,2006-03-07 00:00:00,1
2006-03-08 00:00:00,2006-03-08 00:00:00,10,2006-03-08 00:00:00,9.75,10,2,1700,16825,2006-03-08 00:00:00,1
2006-03-10 00:00:00,2006-03-10 00:00:00,10.25,2006-03-10 00:00:00,10,10.25,12,37000,379000,2006-03-10 00:00:00,1
2006-03-13 00:00:00,2006-03-13 00:00:00,10.25,2006-03-13 00:00:00,10,10,8,19400,194050,2006-03-13 00:00:00,1
2006-03-15 00:00:00,2006-03-15 00:00:00,10.25,2006-03-15 00:00:00,10,10.25,3,1300,13250,2006-03-15 00:00:00,1
2006-03-16 00:00:00,2006-03-16 00:00:00,10,2006-03-16 00:00:00,10,10,2,2200,22000,2006-03-16 00:00:00,1
2006-03-17 00:00:00,2006-03-17 00:00:00,9.75,2006-03-17 00:00:00,9.5,9.5,11,15200,146850,2006-03-17 00:00:00,1
2006-03-21 00:00:00,2006-03-21 00:00:00,9.5,2006-03-21 00:00:00,9.25,9.5,3,1000,9425,2006-03-21 00:00:00,1
2006-03-22 00:00:00,2006-03-22 00:00:00,9.5,2006-03-22 00:00:00,9.5,9.5,1,500,4750,2006-03-22 00:00:00,1
2006-03-23 00:00:00,2006-03-23 00:00:00,10.75,2006-03-23 00:00:00,9.5,10,83,130700,1356075,2006-03-23 00:00:00,1
2006-03-24 00:00:00,2006-03-24 00:00:00,10,2006-03-24 00:00:00,10,10,5,7500,75000,2006-03-24 00:00:00,1
2006-03-27 00:00:00,2006-03-27 00:00:00,10,2006-03-27 00:00:00,9.75,9.75,3,3000,29750,2006-03-27 00:00:00,1
2006-03-28 00:00:00,2006-03-28 00:00:00,10.5,2006-03-28 00:00:00,10,10.5,59,61300,639400,2006-03-28 00:00:00,1
2006-03-29 00:00:00,2006-03-29 00:00:00,11,2006-03-29 00:00:00,10.5,10.75,49,101900,1105500,2006-03-29 00:00:00,1
2006-03-30 00:00:00,2006-03-30 00:00:00,10.75,2006-03-30 00:00:00,10.75,10.75,6,6000,64500,2006-03-30 00:00:00,1
2006-03-31 00:00:00,2006-03-31 00:00:00,11.25,2006-03-31 00:00:00,10.75,11,52,124200,1372550,2006-03-31 00:00:00,1
2006-04-03 00:00:00,2006-04-03 00:00:00,13,2006-04-03 00:00:00,11,12.5,118,192800,2319325,2006-04-03 00:00:00,1
2006-04-04 00:00:00,2006-04-04 00:00:00,13.5,2006-04-04 00:00:00,12.75,12.75,116,282200,3719225,2006-04-04 00:00:00,1
2006-04-05 00:00:00,2006-04-05 00:00:00,13.25,2006-04-05 00:00:00,12.5,12.5,39,64900,826250,2006-04-05 00:00:00,1
2006-04-06 00:00:00,2006-04-06 00:00:00,12.75,2006-04-06 00:00:00,12.25,12.75,19,39000,493125,2006-04-06 00:00:00,1
2006-04-07 00:00:00,2006-04-07 00:00:00,12.75,2006-04-07 00:00:00,12,12.25,5,12900,155300,2006-04-07 00:00:00,1
2006-04-10 00:00:00,2006-04-10 00:00:00,12.25,2006-04-10 00:00:00,12,12.25,9,7500,90825,2006-04-10 00:00:00,1
2006-04-17 00:00:00,2006-04-17 00:00:00,12,2006-04-17 00:00:00,11,11.25,11,6100,69825,2006-04-17 00:00:00,1
2006-04-18 00:00:00,2006-04-18 00:00:00,12,2006-04-18 00:00:00,12,12,4,4000,48000,2006-04-18 00:00:00,1
2006-04-19 00:00:00,2006-04-19 00:00:00,11.5,2006-04-19 00:00:00,11,11,5,4700,52825,2006-04-19 00:00:00,1
2006-04-20 00:00:00,2006-04-20 00:00:00,11.25,2006-04-20 00:00:00,11,11,3,1500,16550,2006-04-20 00:00:00,1
2006-04-21 00:00:00,2006-04-21 00:00:00,11.25,2006-04-21 00:00:00,11.25,11.25,6,3400,38250,2006-04-21 00:00:00,1
2006-04-24 00:00:00,2006-04-24 00:00:00,11.25,2006-04-24 00:00:00,10,10,4,15000,168125,2006-04-24 00:00:00,1
2006-04-25 00:00:00,2006-04-25 00:00:00,10.75,2006-04-25 00:00:00,10,10.5,15,7600,79500,2006-04-25 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,10,2006-04-26 00:00:00,10,10,16,16000,160000,2006-04-26 00:00:00,1
2006-04-27 00:00:00,2006-04-27 00:00:00,10.75,2006-04-27 00:00:00,10,10,7,3600,36300,2006-04-27 00:00:00,1
2006-04-28 00:00:00,2006-04-28 00:00:00,11.5,2006-04-28 00:00:00,10.5,11,22,12100,133275,2006-04-28 00:00:00,1
2006-05-02 00:00:00,2006-05-02 00:00:00,11.75,2006-05-02 00:00:00,11,11,6,6100,67175,2006-05-02 00:00:00,1
2006-05-04 00:00:00,2006-05-04 00:00:00,10.25,2006-05-04 00:00:00,10,10.25,4,3000,30500,2006-05-04 00:00:00,1
2006-05-05 00:00:00,2006-05-05 00:00:00,10,2006-05-05 00:00:00,10,10,5,4700,47000,2006-05-05 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  STAF,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  STAFFORD,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-05-08 00:00:00,2006-05-08 00:00:00,11,2006-05-08 00:00:00,11,11,1,100,1100,2006-05-08 00:00:00,1
2006-05-10 00:00:00,2006-05-10 00:00:00,10,2006-05-10 00:00:00,10,10,3,1500,15000,2006-05-10 00:00:00,1
2006-05-15 00:00:00,2006-05-15 00:00:00,10,2006-05-15 00:00:00,9.25,9.25,2,1100,10250,2006-05-15 00:00:00,1
2006-05-16 00:00:00,2006-05-16 00:00:00,9.5,2006-05-16 00:00:00,9.5,9.5,2,500,4750,2006-05-16 00:00:00,1
2006-05-17 00:00:00,2006-05-17 00:00:00,10,2006-05-17 00:00:00,9.5,9.75,7,7000,67350,2006-05-17 00:00:00,1
2006-05-18 00:00:00,2006-05-18 00:00:00,9.5,2006-05-18 00:00:00,9.5,9.5,5,2900,27550,2006-05-18 00:00:00,1
2006-05-19 00:00:00,2006-05-19 00:00:00,10.25,2006-05-19 00:00:00,10,10,9,9500,95050,2006-05-19 00:00:00,1
2006-05-22 00:00:00,2006-05-22 00:00:00,9.5,2006-05-22 00:00:00,9.5,9.5,2,500,4750,2006-05-22 00:00:00,1
2006-05-23 00:00:00,2006-05-23 00:00:00,9.75,2006-05-23 00:00:00,9.5,9.5,14,13400,127400,2006-05-23 00:00:00,1
2006-05-24 00:00:00,2006-05-24 00:00:00,10.25,2006-05-24 00:00:00,10,10,5,12000,121250,2006-05-24 00:00:00,1
2006-05-25 00:00:00,2006-05-25 00:00:00,10,2006-05-25 00:00:00,9.75,10,14,13700,134900,2006-05-25 00:00:00,1
2006-05-30 00:00:00,2006-05-30 00:00:00,9.5,2006-05-30 00:00:00,9.5,9.5,5,5000,47500,2006-05-30 00:00:00,1
2006-05-31 00:00:00,2006-05-31 00:00:00,9.75,2006-05-31 00:00:00,9,9,9,15800,148950,2006-05-31 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,9.75,2006-06-01 00:00:00,9.75,9.75,4,10200,99450,2006-06-01 00:00:00,1
2006-06-02 00:00:00,2006-06-02 00:00:00,9.75,2006-06-02 00:00:00,9.25,9.75,11,16600,156300,2006-06-02 00:00:00,1
2006-06-05 00:00:00,2006-06-05 00:00:00,10.25,2006-06-05 00:00:00,9.75,10,30,42000,418100,2006-06-05 00:00:00,1
2006-06-06 00:00:00,2006-06-06 00:00:00,9.75,2006-06-06 00:00:00,9.5,9.5,4,1000,9600,2006-06-06 00:00:00,1
2006-06-08 00:00:00,2006-06-08 00:00:00,10,2006-06-08 00:00:00,9.5,9.75,5,5000,49250,2006-06-08 00:00:00,1
2006-06-09 00:00:00,2006-06-09 00:00:00,9.5,2006-06-09 00:00:00,9.5,9.5,5,3400,32300,2006-06-09 00:00:00,1
